Clave;Fuente;Fecha licitacion;Apertura;Cierre;Estado;Categoria;Titulo;Emisor;Tipo (API);Moneda titulo;Moneda monto;Moneda (clase);Monto a licitar;Monto adjudicado;Adjudicado / licitado;Tasa/margen de corte (%);Desierta;Valor de corte (texto);Variable licitada;Sistema adjudicacion;Ampliable hasta;Liquidacion;Vencimiento;Plazo (dias);Industria;Colocadores;Liquidador;Rueda;Modalidad;Observaciones;Enlace
a3:-881;a3;2026-08-27;10:00;15:00;Finalizada;Deuda Publica;BONO DEL TESORO NACIONAL CAPITALIZABLE EN PESOS VTO. 31/05/2027 (T31Y7) - REAPERTURA;MINISTERIO DE ECONOMÍA;Pública;ARS PESOS;ARS PESOS;ARS;1,00;1.974.600.409.247,00;1.974.600.409.247,0000;;;PRECIO DE CORTE POR CADA VNO $ 1.000: $ 1.240;PRECIO;Holandés;El monto máximo autorizado por la normativa vigente.;2026-08-31;2027-05-31;273;;MINISTERIO DE ECONOMÍA;CRYL;LIC3;Ciega;Las entidades que carguen ofertas en estos Tramos No Competitivos, solo podrán hacer una orden por CUIL o CUIT de Clientes. Se aceptará una única oferta por inversor y deberá ser menor o igual a un monto de VNO $ 50.000.000. Los Tramos Competitivos estarán destinados a: i) Personas Físicas o Jurídicas por montos mayores a VNO $ 50.000.000, y ii) a todo otro tipo de inversor, que por sus características fue excluido del Tramo No Competitivo, con una oferta mínima de VNO $ 1.000.000, y no tendrán limitación de monto máximo a ofertar. Para más información ver el aviso adjunto.;
a3:-868;a3;2026-08-26;10:00;16:00;Finalizada;ON Corporativa;ON ICBC CLASE VIII;Industrial and Commercial Bank of China (Argenitna) S.A.U.;Privada - ON;ARS PESOS;ARS PESOS;ARS;50.000.000,00;21.873.928.787,00;437,4786;3,5000;;MARGEN DE CORTE: 3.50%;MARGEN;Holandés;EL MONTO MÁXIMO DISPONIBLE;2026-08-28;2027-08-28;365;;INDUSTRIAL AND COMMERCIAL BANK OF CHINA (ARGENTINA) S.A. BALANZ CAPITAL VALORES S.A.U. ALLARIA S.A. BUENOS AIRES VALORES S.A. CUCCHIARA y CÍA. S.A.;Clear;ICBC;Abierta;Las Obligaciones Negociables Clase VIII serán Suscriptas, Integradas y Pagaderas en Pesos.;
a3:-869;a3;2026-08-26;10:00;16:00;Finalizada;ON Corporativa;ON ICBC CLASE IX;Industrial and Commercial Bank of China (Argenitna) S.A.U.;Privada - ON;USD;USD;USD;50.000.000,00;42.347.370,00;0,8469;3,5000;;TASA DE CORTE: 3.50%;TASA;Holandés;EL MONTO MÁXIMO DISPONIBLE;2026-08-28;2027-08-28;365;;INDUSTRIAL AND COMMERCIAL BANK OF CHINA (ARGENTINA) S.A. BALANZ CAPITAL VALORES S.A.U. ALLARIA S.A. BUENOS AIRES VALORES S.A. CUCCHIARA y CÍA. S.A.;Clear;ICBC;Abierta;Las Obligaciones Negociables Clase IX serán Suscriptas, Integradas y Pagaderas en Dólares Estadounidenses en la República Argentina (Dólar Mep);
a3:-872;a3;2026-08-26;10:00;16:00;Finalizada;Fideicomiso Financiero;FF MEGABONO 357;TMF Trust Company (Argentina) S.A.;Privada - FF;ARS PESOS;ARS PESOS;ARS;12.315.808.007,00;12.315.808.007,00;1,0000;4,9400;;VDFA MARGEN DE CORTE: 4.94% / VDFB MARGEN DE CORTE: 6.00%;MARGEN;Holandés;NO AMPLIABLE;2026-08-28;;;;STONEX SECURITIES S.A. BANCO DE VALORES S.A. MACRO SECURITIES S.A.U.;Clear;STNX;Abierta;Se ofrecen Valores Fiduciarios por los siguientes V/N: VDFA $ 10.957.805.463 / VDFB $ 1.358.002.544. Los Valores Fiduciarios solo podrán ser adquiridos por Inversores Calificados;
a3:-873;a3;2026-08-26;10:00;16:00;Finalizada;ON PyME CNV;ON BAJO IMPACTO ENTRE SERIE I;ENTRE S.R.L.;Privada - ON/VCP BAJO IMPACTO;ARS PESOS;ARS PESOS;ARS;1.000.000.000,00;1.000.000.000,00;1,0000;-1,5100;;MARGEN DE CORTE: -1.51%;MARGEN;Holandés;NO AMPLIABLE;2026-08-28;2028-08-28;731;;SBS TRADING S.A. BANCO SUPERVIELLE S.A. BANCO MARIVA S.A.;Clear;OBI1;Abierta;Las Obligaciones Negociables Serie I deberán ser Suscriptas, Integradas y Pagaderas en Pesos;
a3:-874;a3;2026-08-26;10:00;16:15;Finalizada;Fideicomiso Financiero;FF CUOTAS CENCOSUD SERIE LX;TMF Trust Company (Argentina) S.A.;Privada - FF;ARS PESOS;ARS PESOS;ARS;16.026.180.525,00;16.026.180.525,00;1,0000;;;VDFA: PRECIO DE CORTE $ 0.9855 - VDFB: PRECIO DE CORTE $ 0.984496;PRECIO;Holandés;NO AMPLIABLE;2026-08-27;;;;BANCO DE GALICIA Y BUENOS AIRES S.A. BANCO PATAGONIA S.A. SBS TRADING S.A.;Clear;GAL2;Abierta;;
a3:-876;a3;2026-08-26;10:00;16:00;Finalizada;ON Corporativa;ON CRESUD SERIE 36 CLASE LIII ADICIONALES;CRESUD S A COMERCIAL INMOBILIARIA FINANCIERA Y AGROPECUARIA;Privada - ON;USD;USD;USD;20.000.000,00;40.420.132,00;2,0210;;;PRECIO DE CORTE: 1.0288;PRECIO;Holandés;EL MONTO DISPONIBLE DEL PROGRAMA;2026-08-31;2030-04-30;1338;;BANCO DE GALICIA Y BUENOS AIRES S.A. BACS BANCO DE CREDITO y SECURITIZACION S.A. BANCO HIPOTECARIO S.A. FUTUROS Y OPCIONES.COM S.A. BANCO SANTANDER ARGENTINA S.A. ALLARIA S.A. BANCO PATAGONIA S.A. BANCO DE LA PROVINCIA DE BUENOS AIRES INVERTIR EN BOLSA S.A. BANCO BBVA ARGENTINA S.A. PUENTE HNOS. S.A. BALANZ CAPITAL VALORES S.A.U.;Clear;GALI;Abierta;Las Obligaciones Negociables Serie 36 Clase LIII Adicionales deberán ser Suscriptas, Integradas y Pagaderas en efectivo, en Dólares Estadounidenses en la República Argentina.;
a3:-836;a3;2026-08-25;10:00;16:00;Finalizada;ON PyME CNV;ON BAJO IMPACTO DQD SERIE I;DQD S.A.;Privada - ON/VCP BAJO IMPACTO;USD;USD;USD;800.000,00;800.000,00;1,0000;7,0000;;TASA DE CORTE: 7.00%;TASA;Holandés;NO AMPLIABLE;2026-08-27;2027-08-27;365;;BECERRA BURSÁTIL S.A.;Clear;OBI1;Abierta;Las Obligaciones Negociables Serie I deberán ser Suscriptas, Integradas y Pagaderas en Dólares Estadounidenses en la República Argentina (dólar mep).;
a3:-861;a3;2026-08-25;10:00;16:00;Finalizada;Fideicomiso Financiero;FF MEDIANO IMPACTO AMPLIADO PRENDO I;ROSARIO ADMINISTRADORA SOCIEDAD FIDUCIARIA S.A.;Privada – FF MEDIANO IMPACTO;ARS PESOS;ARS PESOS;ARS;4.940.790.125,00;4.940.790.125,00;1,0000;9,4000;;VDFA: MARGEN DE CORTE: 9.40% / VDFB: MARGEN DE CORTE: 16.00% / CP: PRECIO DE CORTE: 100%;MARGEN/PRECIO;Holandés;NO AMPLIABLE;2026-08-26;;;;STONEX SECURITIES S.A.;Clear;FMI1;Abierta;Se ofrecen Valores Fiduciarios por los siguientes V/N: VDFA: $ 2.868.330.025 / VDFB: $ 305.141.492 / CP: $ 1.767.318.608. Los Valores Fiduciarios sólo podrán ser adquiridos por Inversores Calificados.;
a3:-862;a3;2026-08-25;10:00;16:00;Finalizada;ON Corporativa;ON EMPRESA PROVINCIAL DE ENERGÍA DE CÓRDOBA – EPEC – CLASE I;EMPRESA PROVINCIAL DE ENERGÍA DE CÓRDOBA;Privada - ON;USD;USD;USD;20.000.000,00;21.316.695,00;1,0658;5,0000;;TASA DE CORTE: 5 %;TASA;Holandés;V/N US$ 50.000.000 EN CONJUNTO CON LA CLASE II;2026-08-28;2028-02-28;549;;BANCO DE LA PROVINCIA DE CORDOBA S.A. BANCO SANTANDER ARGENTINA S.A. BANCO DE GALICIA Y BUENOS AIRES S.A. MACRO SECURITIES S.A.U. PUENTE HNOS. S.A. BANCO DE SERVICIOS Y TRANSACCIONES S.A. BALANZ CAPITAL VALORES S.A.U. INVERTIRONLINE S.A.U. S&C INVERSIONES S.A. FACIMEX VALORES S.A. ONE618 FINANCIAL SERVICES S.A.U. PP INVERSIONES S.A. GLOBAL VALORES S.A.;Clear;BCOR;Abierta;Las Obligaciones Negociables Clase I deberán ser Suscriptas, Integradas y Pagaderas en Dólares Estadounidenses en la República Argentina.;
a3:-863;a3;2026-08-25;10:00;16:00;Finalizada;ON Corporativa;ON EMPRESA PROVINCIAL DE ENERGÍA DE CÓRDOBA – EPEC – CLASE II;EMPRESA PROVINCIAL DE ENERGÍA DE CÓRDOBA;Privada - ON;UVA;UVA;UVA;20.000.000,00;13.458.500,00;0,6729;6,7500;;TASA DE CORTE: 6.75 %;TASA;Holandés;V/N US$ 50.000.000 EN CONJUNTO CON LA CLASE I;2026-08-28;2028-08-28;731;;BANCO DE LA PROVINCIA DE CORDOBA S.A. BANCO SANTANDER ARGENTINA S.A. BANCO DE GALICIA Y BUENOS AIRES S.A. MACRO SECURITIES S.A.U. PUENTE HNOS. S.A. BANCO DE SERVICIOS Y TRANSACCIONES S.A. BALANZ CAPITAL VALORES S.A.U. INVERTIRONLINE S.A.U. S&C INVERSIONES S.A. FACIMEX VALORES S.A. PP INVERSIONES S.A. ONE618 FINANCIAL SERVICES S.A.U. GLOBAL VALORES S.A.;Clear;BCOR;Abierta;Las Obligaciones Negociables Clase II serán Suscriptas e Integradas en Pesos al Valor UVA Inicial.;
a3:-870;a3;2026-08-25;10:00;16:30;Finalizada;ON PyME CNV;ON BAJO IMPACTO DEMAGRO SERIE I CLASE I;DEMAGRO S.R.L.;Privada - ON/VCP BAJO IMPACTO;ARS PESOS;ARS PESOS;ARS;1.000.000.000,00;727.176.437,00;0,7272;-0,5000;;MARGEN DE CORTE: -0.50%;MARGEN;Holandés;NO AMPLIABLE;2026-08-27;2028-08-27;731;;BANCO DE GALICIA Y BUENOS AIRES S.A.;Clear;OBI2;Abierta;Las Obligaciones Negociables Clase I serán Suscriptas, Integradas y Pagaderas en Pesos.;
a3:-871;a3;2026-08-25;10:00;16:30;Finalizada;ON PyME CNV;ON BAJO IMPACTO DEMAGRO SERIE I CLASE II;DEMAGRO S.R.L.;Privada - ON/VCP BAJO IMPACTO;USD LINK;USD LINK;USD;1.000.000.000,00;181.816,00;0,0002;9,5000;;TASA DE CORTE: 9.50%;TASA;Holandés;NO AMPLIABLE;2026-08-27;2028-08-27;731;;BANCO DE GALICIA Y BUENOS AIRES S.A.;Clear;OBI2;Abierta;Las Obligaciones Negociables Clase II deberán ser Suscriptas e Integradas en Pesos al Tipo de Cambio Inicial;
a3:-843;a3;2026-08-24;10:00;16:00;Finalizada;ON Corporativa;ON BANCO COMAFI CLASE XXVI;BANCO COMAFI S.A.;Privada - ON;USD;USD;USD;10.000.000,00;15.152.253,00;1,5152;3,5000;;TASA DE CORTE: 3.50%;TASA;Holandés;MONTO MÁXIMO AUTORIZADO;2026-08-26;2027-08-26;365;;BANCO COMAFI S.A. COMAFI BURSATIL S.A. BANCO DE GALICIA Y BUENOS AIRES S.A. ALLARIA S.A. BALANZ CAPITAL VALORES S.A.U. BANCO SANTANDER ARGENTINA S.A. MACRO SECURITIES S.A.U. BANCO BBVA ARGENTINA S.A. BANCO PATAGONIA S.A.;Clear;BCOM;Abierta;;
a3:-844;a3;2026-08-24;10:00;16:00;Finalizada;ON Corporativa;ON BANCO COMAFI CLASE XXVII;BANCO COMAFI S.A.;Privada - ON;USD;USD;USD;10.000.000,00;11.216.164,00;1,1216;5,5000;;TASA DE CORTE: 5.50 %;TASA;Holandés;MONTO MÁXIMO AUTORIZADO;2026-08-26;2028-08-26;731;;BANCO COMAFI S.A. COMAFI BURSATIL S.A. BANCO DE GALICIA Y BUENOS AIRES S.A. ALLARIA S.A. BALANZ CAPITAL VALORES S.A.U. BANCO SANTANDER ARGENTINA S.A. MACRO SECURITIES S.A.U. BANCO BBVA ARGENTINA S.A. BANCO PATAGONIA S.A.;Clear;BCOM;Abierta;;
a3:-732;a3;2026-08-21;10:00;16:15;Finalizada;ON PyME CNV;ON BAJO IMPACTO LODISER CLASE I;LODISER S.A.;Privada - ON/VCP BAJO IMPACTO;ARS PESOS;ARS PESOS;ARS;1.000.000.000,00;4.000.000.000,00;4,0000;-1,5000;;MARGEN DE CORTE: -1.5%;MARGEN;Holandés;V/N $ 4.000.000.000;2026-08-25;2028-08-25;731;;BANCO DE GALICIA Y BUENOS AIRES S.A.;Clear;OBI2;Abierta;Las Obligaciones Negociables Clase I serán Suscriptas, Integradas y Pagaderas en Pesos.;
a3:-858;a3;2026-08-21;10:00;16:00;Finalizada;Fideicomiso Financiero;FF MEDIANO IMPACTO AMPLIADO PAYWAY COBRO ACELERADO SERIE VIII;TMF Trust Company (Argentina) S.A.;Privada – FF MEDIANO IMPACTO;ARS PESOS;ARS PESOS;ARS;24.821.003.091,00;24.821.003.091,00;1,0000;;;PRECIO DE CORTE: VDFA: 0.9835 / VDFB: 0.9733;PRECIO;Holandés;NO AMPLIABLE;2026-08-24;;;;MACRO SECURITIES S.A.U. STONEX SECURITIES S.A.;Clear;FMI1;Abierta;Se ofrecen Valores Fiduciarios por los siguientes V/N: VDFA $ 24.696.898.076 / VDFB $ 124.105.015. Estos Valores Fiduciarios solo pueden ser adquiridos por Inversores Calificados.;
a3:-846;a3;2026-08-20;10:00;16:00;Finalizada;ON PyME CNV;ON BAJO IMPACTO RDA RENTING SERIE III CLASE I;RDA RENTING S.A.;Privada - ON/VCP BAJO IMPACTO;ARS PESOS;ARS PESOS;ARS;1.000.000.000,00;3.130.000.000,00;3,1300;-1,5000;;MARGEN DE CORTE: -1.50 %;MARGEN;Holandés;3600000000;2026-08-24;2028-08-24;731;;BANCO DE GALICIA Y BUENOS AIRES S.A. BANCO BBVA ARGENTINA S.A. BANCO DE VALORES S.A. BANCO SUPERVIELLE S.A. PP INVERSIONES S.A.;Clear;OBI1;Abierta;Las Obligaciones Negociables Clase I serán Suscriptas, Integradas y Pagaderas en Pesos.;
a3:-847;a3;2026-08-20;10:00;16:00;Finalizada;ON PyME CNV;ON BAJO IMPACTO RDA RENTING SERIE III CLASE II;RDA RENTING S.A.;Privada - ON/VCP BAJO IMPACTO;ARS PESOS;ARS PESOS;ARS;1.000.000.000,00;470.000.000,00;0,4700;0,0000;;MARGEN DE CORTE: 0.00%;MARGEN;Holandés;3600000000;2026-08-24;2029-08-24;1096;;BANCO DE GALICIA Y BUENOS AIRES S.A. BANCO BBVA ARGENTINA S.A. BANCO DE VALORES S.A. BANCO SUPERVIELLE S.A. PP INVERSIONES S.A.;Clear;OBI1;Abierta;Las Obligaciones Negociables Clase II serán Suscriptas, Integradas y Pagaderas en Pesos.;
a3:-848;a3;2026-08-20;10:00;16:00;Finalizada;ON Corporativa;ON MERCADO PAGO SERVICIOS DE PROCESAMIENTO CLASE 7;MERCADO PAGO SERVICIOS DE PROCESAMIENTO S.R.L.;Privada - ON;ARS PESOS;ARS PESOS;ARS;50.000.000.000,00;33.014.364.866,00;0,6603;28,0000;;TASA DE CORTE: 28.00 %;TASA;Holandés;AMPLIABLE HASTA EL MONTO MÁXIMO DISPONIBLE;2026-08-24;2026-11-24;92;;ALLARIA S.A. BANCO BBVA ARGENTINA S.A. BANCO PATAGONIA S.A. MACRO SECURITIES S.A.U. INDUSTRIAL VALORES S.A.;Clear;INDU;Abierta;Las Obligaciones Negociables Clase 7 serán Suscriptas, Integradas y Pagaderas en Pesos.;
a3:-849;a3;2026-08-20;10:00;16:00;Finalizada;ON Corporativa;ON MERCADO PAGO SERVICIOS DE PROCESAMIENTO CLASE 8;MERCADO PAGO SERVICIOS DE PROCESAMIENTO S.R.L.;Privada - ON;ARS PESOS;ARS PESOS;ARS;50.000.000.000,00;53.790.935.000,00;1,0758;4,2500;;MARGEN DE CORTE: 4.25 %;MARGEN;Holandés;AMPLIABLE HASTA EL MONTO MÁXIMO DISPONIBLE;2026-08-24;2027-08-24;365;;ALLARIA S.A. BANCO BBVA ARGENTINA S.A. BANCO PATAGONIA S.A. MACRO SECURITIES S.A.U. INDUSTRIAL VALORES S.A.;Clear;INDU;Abierta;Las Obligaciones Negociables Clase 8 serán Suscriptas, Integradas y Pagaderas en Pesos.;
a3:-851;a3;2026-08-20;10:00;16:00;Finalizada;ON Corporativa;ON BANCO HIPOTECARIO CLASE 15;BANCO HIPOTECARIO S.A.;Privada - ON;USD;USD;USD;20.000.000,00;25.982.821,00;1,2991;3,5000;;TASA DE CORTE: 3.50%;TASA;Holandés;EL MONTO TOTAL MÁXIMO;2026-08-24;2027-08-24;365;;BANCO HIPOTECARIO S.A. COCOS CAPITAL S.A. ALLARIA S.A. BALANZ CAPITAL VALORES S.A.U. BANCO DE SERVICIOS Y TRANSACCIONES S.A. FACIMEX VALORES S.A. BANCO PATAGONIA S.A.;Clear;HIPO;Abierta;Las Obligaciones Negociables Clase 15 serán Suscriptas, Integradas y Pagaderas en Dólares Estadounidenses en la República Argentina.;
a3:-777;a3;2026-08-19;11:00;16:00;Finalizada;Deuda Publica;LETRAS DEL TESORO DE LA PROVINCIA DE BUENOS AIRES EN PESOS A DTO. CON VTO. 24/09/2026 (LBS26) − REAPERTURA;GOBIERNO DE LA PROVINCIA DE BUENOS AIRES;Pública;ARS PESOS;ARS PESOS;ARS;4.000.000.000,00;412.230.645.286,00;103,0577;;;PRECIO DE CORTE: 0.973918;PRECIO;Holandés;EL MONTO MAXIMO AUTORIZADO;2026-08-21;2026-09-24;34;;BANCO DE LA PROVINCIA DE BUENOS AIRES;Clear;BSAS;Ciega;Las Letras deberán ser Integradas en Efectivo y/o en Especie.;
a3:-778;a3;2026-08-19;11:00;16:00;Finalizada;Deuda Publica;LETRAS DEL TESORO DE LA PROVINCIA DE BUENOS AIRES EN PESOS A DTO. CON VTO. 22/10/2026 − NUEVA;GOBIERNO DE LA PROVINCIA DE BUENOS AIRES;Pública;ARS PESOS;ARS PESOS;ARS;3.000.000.000,00;116.098.641.667,00;38,6995;;;PRECIO DE CORTE: 0.952667;PRECIO;Holandés;EL MONTO MAXIMO AUTORIZADO;2026-08-21;2026-10-22;62;;BANCO DE LA PROVINCIA DE BUENOS AIRES;Clear;BSAS;Ciega;Las Letras deberán ser Integradas en Efectivo y/o en Especie.;
a3:-779;a3;2026-08-19;11:00;16:00;Finalizada;Deuda Publica;LETRAS DEL TESORO DE LA PROVINCIA DE BUENOS AIRES EN PESOS A CUPÓN DE INTERES VARIABLE CON VTO. 20/05/2027 − NUEVA;GOBIERNO DE LA PROVINCIA DE BUENOS AIRES;Pública;ARS PESOS;ARS PESOS;ARS;3.000.000.000,00;13.382.566.700,00;4,4609;7,0000;;MARGEN DE CORTE: 7.00%;MARGEN;Holandés;EL MONTO MAXIMO AUTORIZADO;2026-08-21;2027-05-20;272;;BANCO DE LA PROVINCIA DE BUENOS AIRES;Clear;BSAS;Ciega;Las Letras deberán ser Integradas en Efectivo y/o en Especie.;
a3:-860;a3;2026-08-19;10:00;16:00;Cancelada/Suspendida;ON Corporativa;ON BANCO CMF CLASE 21;BANCO CMF S.A.;Privada - ON;USD;USD;USD;10.000.000,00;;;;;;TASA;Holandés;EL MONTO MÁXIMO DISPONIBLE DEL PROGRAMA;2026-08-24;2027-02-24;184;;BANCO CMF S.A.;Clear;BCMF;Abierta;Las Obligaciones Negociables Clase 21 deberán ser Suscriptas e Integradas en efectivo, en Dólares Estadounidenses en el exterior.;
a3:-840;a3;2026-08-19;10:00;16:30;Finalizada;ON Sostenible (VS/SVS);ON BAJO IMPACTO SVS ASOCIACIÓN CIVIL SUMATORIA PARA UNA NUEVA ECONOMÍA CLASE IX;ASOCIACIÓN CIVIL SUMATORIA PARA UNA NUEVA ECONOMÍA;Privada - ON VS/SVS;ARS PESOS;ARS PESOS;ARS;600.000.000,00;1.130.510.000,00;1,8842;-3,0000;;MARGEN DE CORTE: -3.00% N.A.;MARGEN;Holandés;V/N $ 1.150.000.000;2026-08-21;2028-08-21;731;;BANCO COMAFI S.A. BANCO HIPOTECARIO S.A. BANCO BBVA ARGENTINA S.A. BANCO SUPERVIELLE S.A.;Clear;OBI1;Abierta;Las Obligaciones Negociables Clase IX se encuentran alineadas a lo establecido en la Guía de Bonos Sostenibles de 2021 (SBG por sus siglas en inglés) del ICMA (International Capital Market Association). El Emisor ha solicitado la autorización de listado de las Obligaciones Negociables en el Panel de Bonos Sociales, Verdes y Sustentables de Bolsas y Mercados Argentinos S.A.;
a3:-845;a3;2026-08-19;10:00;16:00;Finalizada;Fideicomiso Financiero;FF ELEBAR XVII;BANCO DE VALORES S.A.;Privada - FF;ARS PESOS;ARS PESOS;ARS;7.096.904.000,00;7.096.904.000,00;1,0000;36,5000;;TIR DE CORTE VDFA: 36.50% / TIR DE CORTE VDFB: 26.00% / TIR DE CORTE VDFC: 27.00%;TIR;Holandés;NO AMPLIABLE;2026-08-20;;;;BANCO DE VALORES S.A. FIRST CAPITAL MARKETS S.A. BANCO DE SERVICIOS Y TRANSACCIONES S.A. PROVINCIA BURSATIL S.A. BANCO MARIVA S.A. ADCAP SECURITIES ARGENTINA S.A.;Clear;VALO;Abierta;Se ofrecen Valores Fiduciarios por los siguientes V/N: VDFA: $ 5.943.101.000 / VDFB: $ 881.609.000 / VDFC: 272.194.000;
a3:-852;a3;2026-08-19;10:00;16:00;Finalizada;ON PyME CNV;ON MEDIANO IMPACTO CHAMICAL SOLAR II SERIE I;CHAMICAL SOLAR II S.A.U.;Privada - ON/VCP MEDIANO IMPACTO;USD;USD;USD;4.000.000,00;4.000.000,00;1,0000;12,0000;;TASA DE CORTE: 12.00%;TASA;Holandés;V/N US$ 15.000.000;2026-08-21;2029-08-21;1096;;BULL MARKET BROKERS S.A.;Clear;OMI2;Abierta;Las Obligaciones Negociables Serie I serán Suscriptas, Integradas y Pagaderas en Dólares Estadounidenses en el exterior (dólar cable);
a3:-857;a3;2026-08-19;10:00;16:00;Finalizada;ON Corporativa;ON PAMPA ENERGÍA CLASE 28;PAMPA ENERGIA S.A.;Privada - ON;USD;USD;USD;100.000.000,00;138.387.000,00;1,3839;5,5000;;TASA DE CORTE: 5,5%;TASA;Holandés;200.000.000;2026-08-21;2030-08-21;1461;;BANCO SANTANDER ARGENTINA S.A. COCOS CAPITAL S.A. BANCO BBVA ARGENTINA S.A. INDUSTRIAL AND COMMERCIAL BANK OF CHINA (ARGENTINA) S.A. BANCO PATAGONIA S.A. BANCO DE LA PROVINCIA DE BUENOS AIRES PETRINI VALORES S.A. BANCO MARIVA S.A. BALANZ CAPITAL VALORES S.A.U. SBS TRADING S.A. ADCAP SECURITIES ARGENTINA S.A. BANCO DE GALICIA Y BUENOS AIRES S.A. CONO SUR INVERSIONES S.A.;Clear;BLNZ;Abierta;Las Obligaciones Negociables Clase 28 serán Suscriptas, Integradas y Pagaderas en Dólares Estadounidenses en la República Argentina. Las Obligaciones Negociables serán emitidas bajo el Régimen de Emisor Frecuente.;
a3:-859;a3;2026-08-19;10:00;16:00;Finalizada;ON Corporativa;ON BANCO CMF CLASE 20;BANCO CMF S.A.;Privada - ON;USD;USD;USD;10.000.000,00;22.029.901,00;2,2030;4,0000;;TASA DE CORTE: 4.00%;TASA;Holandés;EL MONTO MÁXIMO DISPONIBLE DEL PROGRAMA;2026-08-24;2027-08-24;365;;BANCO CMF S.A.;Clear;BCMF;Abierta;Las Obligaciones Negociables Clase 20 deberán ser Suscriptas e Integradas: (i) en efectivo, en Dólares Estadounidenses en la República Argentina (dólar mep) y/o (ii) en especie, mediante la entrega de las Obligaciones Negociables Clase 19 conforme a la relación de canje correspondiente.;
a3:-853;a3;2026-08-18;11:30;15:00;Finalizada;Deuda Publica;CONVERSIÓN LETRA DEL TESORO NACIONAL VINCULADA AL DÓLAR ESTADOUNIDENSE CERO CUPÓN CON VTO. 31/08/2026 (D31G6) X (D30S6);MINISTERIO DE ECONOMÍA;Pública;USD LINK;USD LINK;USD;1,00;1.213.042.967,00;1.213.042.967,0000;;;PRECIO DE CORTE: $ 989.90;PRECIO;Holandés;El monto máximo autorizado por la normativa vigente;2026-08-21;2026-09-30;40;;MINISTERIO DE ECONOMÍA;CRYL;LIC3;Ciega;La Secretaría de Finanzas invita a los tenedores de la LETRA DÓLAR LINKED con vencimiento 31 de Agosto de 2026 (D31G6), a participar de una operación de conversión. La licitación será con un único pliego competitivo. Los participantes deberán indicar la cantidad de VNO en Dólares Estadounidenses y el Precio en Dólares Estadounidenses por cada VNO USD 1.000 con dos decimales de la LELINK D30S6.;
a3:-854;a3;2026-08-18;11:30;15:00;Finalizada;Deuda Publica;CONVERSIÓN LETRA DEL TESORO NACIONAL VINCULADA AL DÓLAR ESTADOUNIDENSE CERO CUPÓN CON VTO. 31/07/2026 (D31G6) X (D30O6);MINISTERIO DE ECONOMÍA;Pública;USD LINK;USD LINK;USD;1,00;140.947.785,00;140.947.785,0000;;;PRECIO DE CORTE: $ 986.00;PRECIO;Holandés;El monto máximo autorizado por la normativa vigente.;2026-08-21;2026-10-30;70;;MINISTERIO DE ECONOMÍA;CRYL;LIC3;Ciega;La Secretaría de Finanzas invita a los tenedores de la LETRA DÓLAR LINKED con vencimiento 31 de Agosto de 2026 (D31G6), a participar de una operación de conversión. La licitación será con un único pliego competitivo. Los participantes deberán indicar la cantidad de VNO en Dólares Estadounidenses y el Precio en Dólares Estadounidenses por cada VNO USD 1.000 con dos decimales de la LELINK D30O6.;
a3:-835;a3;2026-08-18;10:00;16:00;Finalizada;ON PyME CNV;ON MEDIANO IMPACTO CHAMICAL SOLAR I SERIE I;CHAMICAL SOLAR I S.A.U.;Privada - ON/VCP MEDIANO IMPACTO;USD;USD;USD;4.600.000,00;4.600.000,00;1,0000;12,0000;;TASA DE CORTE: 12.00%;TASA;Holandés;V/N US$ 15.000.000;2026-08-20;2029-08-20;1096;;BULL MARKET BROKERS S.A.;Clear;OMI1;Abierta;Las Obligaciones Negociables Serie I serán Suscriptas, Integradas y Pagaderas en Dólares Estadounidenses en el exterior (dólar cable).;
a3:-784;a3;2026-08-13;11:00;16:00;Cancelada/Suspendida;Deuda Publica;LETRAS DE TESORERIA DE LA PROVINCIA DEL CHACO CLASE 13 (NUEVA);PROVINCIA DEL CHACO - MINISTERIO DE PLANIFICACION Y ECONOMIA;Pública;ARS PESOS;ARS PESOS;ARS;5.000.000.000,00;;;;SI;DESIERTA;MARGEN;Holandés;EL MONTO MÁXIMO A EMITIR;2026-08-14;2027-02-12;182;;NUEVO CHACO BURSATIL S.A. BANCO DE SERVICIOS Y TRANSACCIONES S.A. PUENTE HNOS. S.A. ADCAP SECURITIES ARGENTINA S.A. GLOBAL VALORES S.A. COCOS CAPITAL S.A. BUENOS AIRES VALORES S.A. SBS TRADING S.A.;Clear;LPCH;Ciega;Integración: En Pesos y/o Dólares Estadounidenses.;
